2024-09-24 16:31:19,363 - INFO - Logger setup complete. Logging to both file and console.
2024-09-24 16:31:19,365 - INFO - Processing train dataset.
2024-09-24 16:31:19,366 - INFO - Starting outlier detection and removal.
2024-09-24 16:31:19,367 - INFO - Checking outliers for column: Sales
2024-09-24 16:31:19,430 - INFO - Found 26694 outliers in column Sales.
2024-09-24 16:31:19,628 - INFO - Outliers removed from column Sales.
2024-09-24 16:31:19,628 - INFO - Checking outliers for column: Customers
2024-09-24 16:31:19,667 - INFO - Found 22641 outliers in column Customers.
2024-09-24 16:31:19,743 - INFO - Outliers removed from column Customers.
2024-09-24 16:31:19,745 - INFO - Processing test dataset.
2024-09-24 16:31:19,746 - INFO - Starting outlier detection and removal.
2024-09-24 16:31:19,747 - INFO - Processing store dataset.
2024-09-24 16:31:19,748 - INFO - Starting outlier detection and removal.
2024-09-24 16:31:19,749 - INFO - Checking outliers for column: CompetitionDistance
2024-09-24 16:31:19,752 - INFO - Found 108 outliers in column CompetitionDistance.
2024-09-24 16:31:19,772 - INFO - Outliers removed from column CompetitionDistance.
2024-09-24 16:31:19,784 - INFO - Checking promotion distribution between training and test sets.
2024-09-24 16:31:19,788 - INFO - Plotting the promotion distribution for the training and test sets.
2024-09-24 16:31:22,298 - INFO - Calculating normalized promotion distribution for both datasets.
2024-09-24 16:31:22,319 - INFO - Training Set Promotion Distribution (Normalized):
Promo
0    0.629301
1    0.370699
Name: proportion, dtype: float64
2024-09-24 16:31:22,320 - INFO - Test Set Promotion Distribution (Normalized):
Promo
0    0.604167
1    0.395833
Name: proportion, dtype: float64
2024-09-24 16:31:22,322 - INFO - Percentage Difference in Promotion Distribution:
Promo
0    0.025134
1    0.025134
Name: proportion, dtype: float64
2024-09-24 16:31:22,331 - INFO - Merging the train and store datasets on the 'Store' column.
2024-09-24 16:31:22,617 - INFO - Merge completed. The merged dataset has 871135 rows and 18 columns.
2024-09-24 16:31:23,146 - INFO - Starting sales behavior analysis around holidays.
2024-09-24 16:31:23,263 - INFO - Converted date column to datetime format.
2024-09-24 16:31:23,327 - INFO - Identified 534 holiday dates.
2024-09-24 16:31:23,364 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,572 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,600 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,625 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,657 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,688 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,719 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,749 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,782 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,814 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,842 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,872 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,907 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,935 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,963 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:31,988 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,015 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,042 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,072 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,113 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,163 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,197 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,231 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,260 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,289 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,317 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,347 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,378 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,407 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,436 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,461 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,491 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,522 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,551 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,582 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,617 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,651 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,693 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,730 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,775 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,822 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,867 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,905 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,938 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,967 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:32,997 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,027 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,054 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,095 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,131 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,181 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,222 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,272 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,317 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,368 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,464 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,523 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,566 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,597 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,627 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,664 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,699 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,733 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,762 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,797 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,827 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,855 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,886 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,915 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,940 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:33,971 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,001 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,030 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,065 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,097 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,131 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,168 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,199 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,232 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,264 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,295 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,327 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,356 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,387 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,416 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,452 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,482 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,510 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,541 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,570 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,598 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,628 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,660 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,687 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,725 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,755 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,786 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,812 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,836 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,864 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,897 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,925 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,952 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:34,981 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,004 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,032 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,059 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,083 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,111 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,143 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,172 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,205 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,229 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,250 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,274 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,300 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,333 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,364 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,397 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,423 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,455 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,484 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,511 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,541 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,569 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,605 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,636 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,660 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,690 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,716 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,744 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,767 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,791 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,815 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,843 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,870 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,902 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,933 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,961 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:35,990 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,018 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,045 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,070 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,101 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,128 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,153 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,176 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,195 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,215 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,234 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,257 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,281 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,308 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,367 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,390 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,416 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,442 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,465 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,493 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,517 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,544 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,567 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,594 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,623 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,647 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,676 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,704 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,733 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,760 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,784 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,811 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,840 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,867 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,894 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,927 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,953 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:36,982 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,010 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,035 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,064 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,091 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,117 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,142 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,175 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,201 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,232 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,263 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,292 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,319 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,349 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,379 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,412 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,446 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,478 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,508 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,535 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,568 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,600 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,632 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,661 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,689 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,719 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,750 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,778 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,801 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,831 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,864 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,894 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,925 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,953 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:37,985 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:38,016 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:38,043 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:38,072 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:38,108 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:31:38,136 - INFO - Marked periods before, during, and after each holiday.
2024-09-24 16:33:03,789 - INFO - Sales Behavior Summary by Holiday Period:
                       mean  median          std   count
HolidayPeriod                                           
After Holiday   5324.293630  5565.0  3213.675036  674376
Before Holiday  5451.268194  5670.0  3385.484527   96445
During Holiday  4991.704341  5453.0  3937.604083   19049
Normal          5144.555664  5393.0  3347.558682   81265
2024-09-24 16:33:04,068 - INFO - Starting extended holiday sales behavior analysis.
2024-09-24 16:33:04,224 - INFO - Converted 'Date' column to datetime format.
2024-09-24 16:33:06,079 - INFO - Found 168 state holidays and 478 school holidays.
2024-09-24 16:33:06,113 - INFO - Combined unique holidays: 534 total holidays identified.
2024-09-24 16:33:34,951 - INFO - Generating sales behavior plot.
2024-09-24 16:34:09,698 - INFO - Sales Behavior Summary by Holiday Period:
                       mean  median          std   count
HolidayPeriod                                           
After Holiday   5287.102277  5532.0  3207.552802  661509
Before Holiday  5403.281072  5697.0  3485.682523  109634
During Holiday  6491.233033  6585.0  3301.746026   18727
Normal          5144.555664  5393.0  3347.558682   81265
2024-09-24 16:34:09,783 - INFO - Starting seasonal purchase behavior analysis.
2024-09-24 16:34:09,941 - INFO - Converted Date to datetime format.
2024-09-24 16:34:10,312 - INFO - Defined Christmas and Easter masks.
2024-09-24 16:34:10,515 - INFO - Defined public holiday mask.
2024-09-24 16:34:10,528 - INFO - Updated Season column based on holiday type.
2024-09-24 16:34:10,530 - INFO - Plotting sales behavior by season.
2024-09-24 16:35:38,579 - INFO - Sales Behavior Summary by Season:
                       mean  median          std   count
Season                                                  
Christmas         54.842436     0.0   595.079129    3662
Easter            28.912949     0.0   421.284825    5962
Public Holiday   116.861602     0.0   913.986665   18100
Regular         5486.049254  5664.0  3171.467088  843411
2024-09-24 16:35:39,441 - INFO - Starting sales and customers correlation analysis.
2024-09-24 16:35:39,527 - INFO - Calculated correlation between Sales and Customers: 0.9117
2024-09-24 16:35:39,528 - INFO - Generating scatter plot for sales and customers.
2024-09-24 16:35:45,365 - INFO - Generating joint plot for deeper correlation analysis.
2024-09-24 16:41:44,151 - INFO - Starting promo effect analysis on sales and customers.
2024-09-24 16:41:48,070 - INFO - Found 322832 promo days and 548303 non-promo days.
2024-09-24 16:41:48,345 - INFO - Calculated Sales per Customer.
2024-09-24 16:41:48,347 - INFO - Plotting Sales on Promo vs Non-Promo Days.
2024-09-24 16:42:28,048 - INFO - Plotting Number of Customers on Promo vs Non-Promo Days.
2024-09-24 16:42:50,217 - INFO - Plotting Sales Per Customer on Promo vs Non-Promo Days.
2024-09-24 16:43:13,983 - INFO - Promo Effect Summary (Sales, Customers, Sales Per Customer):
             Sales                                Customers         \
              mean  median          std   count        mean median   
Promo                                                                
0      4109.836986  4509.0  3011.218655  548303  470.956703  501.0   
1      7360.009990  7280.0  2589.154204  322832  740.251478  720.0   

                          SalesPerCustomer                              
              std   count             mean    median       std   count  
Promo                                                                   
0      352.428994  548303         8.990943  8.761155  1.930327  401752  
1      273.106748  322832        10.227949  9.984929  2.203534  312634  
